codigo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim
68159912;Obras de pedras/outs.mat.minerais, eletrofundidas,com teor de sílica>=90% ...;6.79;9.35;18.00;0.00;01/02/2021;30/04/2021
68159913;Obras de pedras/outs.mat.minerais, eletrofundidas,com teor de óxido de zircônio >=90% ...;6.79;9.35;18.00;0.00;01/02/2021;30/04/2021
68159914;Obras de pedras/outs.mat.minerais, eletrofundidas,com mistura ou combinação  ...;6.79;9.35;18.00;0.00;01/02/2021;30/04/2021
68159919;Outras obras de pedras/outs.materias minerais, eletrofundidas;6.79;12.29;18.00;0.00;01/02/2021;30/04/2021
68159990;Outs.obras de pedras ou de outs.materias minerais;6.79;12.29;18.00;0.00;01/02/2021;30/04/2021
69010000;Tijolos/outs.pecas ceram.de farinhas siliciosas fosseis;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69021011;Tijolos refratarios,magnesianos ou de oxido cromo>50%;11.61;15.57;18.00;0.00;01/02/2021;30/04/2021
69021018;Outs.tijolos refrat.magnesianos ou de oxido de cromo;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69021019;Outs.pecas ceram.refratar.magnesianas ou de oxido cromo;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69021090;Outs.pecas ceram.refratar.com magnesio/ calcio/cromo>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69022010;Tijolos refratarios,silico-aluminosos;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69022091;Outros pecas ceram.refratar.silico-aluminosos;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69022092;Outs.pecas ceram.refratar.silicosa/semi-silicosa/silica;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69022093;Outs.pecas ceram.refratar.silimanita/ carboneto silicio;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69022099;Outs.pecas ceram.refratar.com alumina e/ou silica>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69029010;Tijolos e outs.pecas ceram.refratar.de grafita;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69029020;Tijolos e outs.pecas ceram.refratar.n/fundidos, zro2>25%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69029030;Tijolos e outs.pecas ceram.refratar.n/fundidos, com  teor de carbono >85% ... utilizados em altos-fornos;11.61;15.57;18.00;0.00;01/02/2021;30/04/2021
69029040;Outs.pecas ceram.refratar.silimanita/ carboneto silicio;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69029090;Outs.tijolos e pecas ceramicas p/construcao, refratarios;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69031011;Cadinhos refratarios,de grafita;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69031012;Cadinhos refratarios,de grafita c/carboneto de silicio;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69031019;Outs.cadinhos refratarios,de grafita ou out.carbono>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69031020;Retortas refratarias,de grafita c/carboneto de silicio;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69031030;Tampas/tampoes,refratar.de grafita ou out.carbono>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69031040;Tubo refratario,de grafita/out.carbono ou mistura>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69031090;Outs.prods.ceram.refrat.de grafita ou out.carbono>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69032010;Cadinhos refratarios,de alumina ou alumina c/silica>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69032020;Tampas/tampoes,refratar.de alumina/alumina c/silica>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69032030;Tubo refratario,de alumina ou alumina com silica>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69032090;Outs.prods.ceram.refrat.de alumina/alumina c/silica>50%;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69039011;Tubo refratario,de carboneto de silicio;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69039012;Tubo refratario,de compostos de zirconio;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69039019;Outros tubos ceramicos refratarios;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69039091;Outros prods.ceram.refrat.de carboneto de silicio;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69039092;Outros prods.ceram.refrat.de compostos de zirconio;11.61;22.70;18.00;0.00;01/02/2021;30/04/2021
69039099;Outros produtos ceramicos refratarios;6.31;10.90;18.00;0.00;01/02/2021;30/04/2021
69041000;Tijolos de ceramica;4.20;8.34;12.00;0.00;01/02/2021;30/04/2021
69049000;Tijoleiras e outs.prods.p/construcao,de ceramica;4.20;8.34;12.00;0.00;01/02/2021;30/04/2021
69051000;Telhas de ceramica;4.20;16.91;12.00;0.00;01/02/2021;30/04/2021
69059000;Outros produtos ceramicos para construcao;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
69060000;Tubos,calhas/algerozes e acess.p/canaliz.de ceramica;4.20;16.91;12.00;0.00;01/02/2021;30/04/2021
69072100;Com um coeficiente de absorcao de agua, em peso, nao superior a 0,5 %;4.20;13.08;12.00;0.00;01/02/2021;30/04/2021
69072200;Com um coeficiente de absorcao de agua, em peso, superior a 0,5 %, mas nao superior a 10 %;4.20;13.08;12.00;0.00;01/02/2021;30/04/2021
69072300;Com um coeficiente de absorcao de agua, em peso, superior a 10 %;4.20;13.08;12.00;0.00;01/02/2021;30/04/2021
69073000;Cubos, pastilhas e artigos semelhantes, para mosaicos, exceto os da subposicao 690740;4.20;13.08;12.00;0.00;01/02/2021;30/04/2021
69074000;Pecas de acabamento;4.20;13.08;12.00;0.00;01/02/2021;30/04/2021
69091100;Apars.e artefatos de porcelana,p/uso quimico ou tecnico;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
69091210;Guia-fios p/maq.textil,dureza>=9mohs,de outs.ceramicas;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
69091220;Guias de agulhas,p/cabecas impr.d>=9mohs,de outs.ceram.;13.29;15.29;12.00;0.00;01/02/2021;30/04/2021
69091230;Anéis de carboneto de silício para juntas de vedação mecânicas;13.29;17.25;18.00;0.00;01/02/2021;30/04/2021
69091290;Outs.artefatos de ceramica,exc.porcelana, dureza>=9mohs;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
69091910;Outs.guia-fios p/maq.textil,de ceramica exc.porcelana;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
69091920;Outs.guias de agulhas p/cabecas impressao,de outs.ceram;13.29;15.29;12.00;0.00;01/02/2021;30/04/2021
69091930;Colmeia de ceram.de depurad.conversao catalitica gases;13.29;17.25;18.00;0.00;01/02/2021;30/04/2021
69091990;Outs.apars.e artefs.de ceramica,p/uso quimico/tecnico;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
69099000;Alguidares e outs.recip.de ceramica para uso rural,etc.;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
69101000;Pias,lavatorios,etc.p/sanitar.de porcelana;4.20;16.42;12.00;0.00;01/02/2021;30/04/2021
69109000;Pias,lavatorios,etc.p/sanitar.de ceramica, exc.porcelana;4.20;16.42;12.00;0.00;01/02/2021;30/04/2021
69111010;Conjunto p/jantar/cafe/cha,de porcelana, embalagem comum;8.73;16.51;18.00;0.00;01/02/2021;30/04/2021
69111090;Outs.artigos p/servico de mesa ou cozinha,de porcelana;8.36;15.68;18.00;0.00;01/02/2021;30/04/2021
69119000;Outs.artigos de uso domestico,higiene,etc.de porcelana;8.36;15.68;18.00;0.00;01/02/2021;30/04/2021
69120000;Loucas/outs.artigos,uso domestico,etc.de outs.ceramicas;13.29;31.96;18.00;0.00;01/02/2021;30/04/2021
69131000;Estatuetas/outs.objetos ornament.de porcelana;20.87;39.54;18.00;0.00;01/02/2021;30/04/2021
69139000;Estatuetas/outs.objetos ornament.de ceram.exc.porcelana;20.87;39.54;18.00;0.00;01/02/2021;30/04/2021
69141000;Outros obras de porcelana;13.29;31.96;18.00;0.00;01/02/2021;30/04/2021
69149000;Outros obras de ceramica,exceto porcelana;13.29;31.96;18.00;0.00;01/02/2021;30/04/2021
70010000;Cacos/outs.resids.de vidro e vidro em blocos ou massas;13.29;17.25;18.00;0.00;01/02/2021;30/04/2021
70010000;Cacos, fragmentos e outros desperdícios e resíduos, exceto os de vidro óptico;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
70010000;De vidro óptico, inclusive cacos, fragmentos e outros desperdícios e resíduos;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
70021000;Esferas de vidro,nao trabalhado;13.29;19.14;18.00;0.00;01/02/2021;30/04/2021
70021000;De vidro óptico;4.20;10.05;18.00;0.00;01/02/2021;30/04/2021
70022000;Barras ou varetas,de vidro,nao trabalhado;13.29;19.14;18.00;0.00;01/02/2021;30/04/2021
70022000;De vidro óptico;4.20;10.05;18.00;0.00;01/02/2021;30/04/2021
70023100;Tubos de vidro,de quartzo/out.silica, fundidos, n/trabalh;13.29;19.14;18.00;0.00;01/02/2021;30/04/2021
70023100;De vidro óptico;4.20;10.05;18.00;0.00;01/02/2021;30/04/2021
70023200;Tubos de outs.vidros,dilat.lin<=0.000005/kelv . n/trabalh;13.29;19.14;18.00;0.00;01/02/2021;30/04/2021
70023200;De vidro óptico;4.20;10.05;18.00;0.00;01/02/2021;30/04/2021
70023900;Tubos de outs.vidros,nao trabalhados;13.29;19.14;18.00;0.00;01/02/2021;30/04/2021
70023900;De vidro óptico;4.20;10.05;18.00;0.00;01/02/2021;30/04/2021
70031200;Chapas/fls.n/armadas,de vidro vazado/lamin. coradas, etc.;6.91;14.09;18.00;0.00;01/02/2021;30/04/2021
70031200;De vidro óptico;4.20;11.38;18.00;0.00;01/02/2021;30/04/2021
70031900;Outs.chapas e folhas,nao armadas,de vidro vazado/lamin.;6.91;14.09;18.00;0.00;01/02/2021;30/04/2021
70031900;De vidro óptico;4.20;11.38;18.00;0.00;01/02/2021;30/04/2021
70032000;Chapas/fls.armadas,de vidro vazado/lamin.;9.38;16.56;18.00;0.00;01/02/2021;30/04/2021
70033000;Perfis de vidro vazado ou laminado;9.38;16.56;18.00;0.00;01/02/2021;30/04/2021
70042000;Folhas de vidro estirado/soprado,corado na massa,etc.;13.29;24.38;18.00;0.00;01/02/2021;30/04/2021
70042000;De vidro óptico;4.20;15.29;18.00;0.00;01/02/2021;30/04/2021
70049000;Outros folhas de vidro estirado ou soprado;13.29;24.38;18.00;0.00;01/02/2021;30/04/2021
70049000;De vidro óptico;4.20;15.29;18.00;0.00;01/02/2021;30/04/2021
70051000;Chapas/fls.de vidro flotado,etc.n/armadas, camada absorv;8.56;14.92;18.00;0.00;01/02/2021;30/04/2021
70051000;De vidro óptico;4.20;10.56;18.00;0.00;01/02/2021;30/04/2021
70052100;Chapas/fls.de vidro flotado,etc.n/armadas, corado,etc.;6.49;12.85;18.00;0.00;01/02/2021;30/04/2021
70052100;De vidro óptico;4.20;10.56;18.00;0.00;01/02/2021;30/04/2021
70052900;Outs.chapas/fls.de vidro flotado, desbastado, etc.n/armad;6.49;12.85;18.00;0.00;01/02/2021;30/04/2021
70052900;De vidro óptico;4.20;10.56;18.00;0.00;01/02/2021;30/04/2021
70053000;Chapas/fls.de vidro flotado e desbastado/ polido, armadas;8.56;14.92;18.00;0.00;01/02/2021;30/04/2021
70060000;Vidro vazado,estirado,flotado ou desbastado, trabalhado;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70060000;De vidro óptico;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
70071100;Vidros de seguranca,temperados, p/automoveis/ outs.veics.;17.17;22.23;18.00;0.00;01/02/2021;30/04/2021
70071100;Para ônibus ou caminhões, nas seguintes dimensões  admitida a tolerância de até 5%, para mais ou para menos : 1.693 x 575 x 6,75mm, 1.305 x 489 x 6mm, 728 x 489 x 6mm, 640 x 220 x 4,8mm, e 600 x 595 x 4,8mm;14.28;19.34;18.00;0.00;01/02/2021;30/04/2021
70071900;Outros vidros de seguranca,temperados;10.02;18.88;18.00;0.00;01/02/2021;30/04/2021
70072100;Vidros de seguranca,de fls.contracoladas, p/automovs.etc;17.17;22.23;18.00;0.00;01/02/2021;30/04/2021
70072100;Para ônibus ou caminhões, nas seguintes dimensões  admitida a tolerância de até 5%, para mais ou para menos : 2.075 x 787 x 6,76mm, 1.950 x 800 x 6mm, 1.800 x 800 x 6mm, 1.693 x 575 x 6,75mm, e 1.300 x 1.235 x 6mm;14.28;19.34;18.00;0.00;01/02/2021;30/04/2021
70072900;Outros vidros de seguranca,de folhas contracoladas;6.79;11.85;18.00;0.00;01/02/2021;30/04/2021
70080000;Vidros isolantes de paredes multiplas;7.65;13.72;18.00;0.00;01/02/2021;30/04/2021
70091000;Espelhos retrovisores para veiculos;17.17;22.67;18.00;0.00;01/02/2021;30/04/2021
70091000;Para ônibus ou caminhões;14.28;19.78;18.00;0.00;01/02/2021;30/04/2021
70099100;Espelhos de vidro,nao emoldurados;10.33;18.10;18.00;0.00;01/02/2021;30/04/2021
70099200;Espelhos de vidro,emoldurados;10.33;18.10;18.00;0.00;01/02/2021;30/04/2021
70101000;Ampolas de vidro,p/transporte ou embalagem;4.20;15.29;18.00;0.00;01/02/2021;30/04/2021
70102000;Rolhas,tampas e dispositivos semelhs.de vidro;17.24;28.33;18.00;0.00;01/02/2021;30/04/2021
70109011;Garrafoes e garrafas,de vidro,capacidade>1 litro;17.24;28.33;18.00;0.00;01/02/2021;30/04/2021
70109012;Frascos,boioes,vasos,etc.de vidro, capacidade>1l;17.24;28.33;18.00;0.00;01/02/2021;30/04/2021
70109021;Garrafoes e garrafas,de vidro, 0.33l<capacidade<=1l;17.24;28.33;18.00;0.00;01/02/2021;30/04/2021
70109022;Frascos,boioes,vasos,etc.de vidro, 0.33l<capacidade<=1l;17.24;28.33;18.00;0.00;01/02/2021;30/04/2021
70109090;Outs garrafoes,garrafas,frascos,etc.de vidro,0.15l<c<=0.33l;17.24;28.33;18.00;0.00;01/02/2021;30/04/2021
70111010;Ampolas de vidro,etc.para lampadas ou tubos de descarga;13.29;24.38;18.00;0.00;01/02/2021;30/04/2021
70111021;Bulbos de vidro,diam<=90mm,p/lampadas de incandescencia;13.29;24.38;18.00;0.00;01/02/2021;30/04/2021
70111029;Ampolas de vidro,etc.para lampadas de incandescencia;13.29;24.38;18.00;0.00;01/02/2021;30/04/2021
70111090;Outs.ampolas,etc.de vidro,para iluminacao eletrica;13.29;24.38;18.00;0.00;01/02/2021;30/04/2021
70112000;Ampolas de vidro,etc.para tubos catodicos;13.29;24.38;18.00;0.00;01/02/2021;30/04/2021
70119000;Outs.ampolas e involucros,abertos,de vidro,suas partes;13.29;24.38;18.00;0.00;01/02/2021;30/04/2021
70131000;Objetos de vitroceramica,p/servico de mesa,cozinha,etc.;6.93;13.51;18.00;0.00;01/02/2021;30/04/2021
70132200;Copos com pé, de cristal de chumbo;8.11;14.69;18.00;0.00;01/02/2021;30/04/2021
70132800;Copos com pé, de vidro;8.11;14.69;18.00;0.00;01/02/2021;30/04/2021
70133300;Outros copos ,de cristal de chumbo;8.11;14.69;18.00;0.00;01/02/2021;30/04/2021
70133700;Outros copos ,de vidro;8.11;14.69;18.00;0.00;01/02/2021;30/04/2021
70134100;Objetos de cristal de chumbo,p/servico de mesa/cozinha;6.93;13.51;18.00;0.00;01/02/2021;30/04/2021
70134210;Cafeteiras/chaleiras,de vidro,dilat. lin<=0.000005kelvin;6.93;13.51;18.00;0.00;01/02/2021;30/04/2021
70134290;Outs.objs.de vidro,p/serv.mesa/cozinha, dilat<=0.000005k;6.18;11.51;18.00;0.00;01/02/2021;30/04/2021
70134290;Decantadores de vinho;7.04;12.37;18.00;0.00;01/02/2021;30/04/2021
70134900;Outros objs.de vidro,p/serv.mesa/cozinha;6.93;13.51;18.00;0.00;01/02/2021;30/04/2021
70134900;Decantadores de vinho;8.11;14.69;18.00;0.00;01/02/2021;30/04/2021
70139110;Objetos de cristal de chumbo,p/ornament.de interiores;8.11;14.69;18.00;0.00;01/02/2021;30/04/2021
70139190;Outs.objs.de cristal de chumbo,p/toucador ou escritorio;8.11;14.69;18.00;0.00;01/02/2021;30/04/2021
70139900;Outros objetos de vidro,p/toucador, escritorio,etc.;8.11;14.69;18.00;0.00;01/02/2021;30/04/2021
70140000;Artefatos de vidro para sinalizacao,etc.;7.92;13.42;18.00;0.00;01/02/2021;30/04/2021
70140000;De vidro óptico;4.20;9.70;18.00;0.00;01/02/2021;30/04/2021
70151010;Vidro p/lentes corretivas,fotocromat.n/ trabalh. opticam.;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
70151091;Vidro p/lentes corretivas,branco,n/trabalh. opticamente;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
70151092;Vidro p/lentes corretivas,colorido,n/trabalh. opticam.;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
70159010;Vidro para relogios;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
70159020;Vidro para mascaras,oculos ou anteparos, protetores;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
70159030;Vidro para os demais oculos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
70159090;Outs.vidros p/apars.semelh.relogio,esferas de vidro,etc;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
70161000;Cubos,pastilhas,etc.de vidro,p/mosaicos e decoracoes;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
70169000;Blocos,etc.de vidro prensado/moldado, p/construcao,etc.;7.72;13.04;18.00;0.00;01/02/2021;30/04/2021
70171000;Artefatos de quartzo/outs.silicas fund.p/ laborat.etc.;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
70172000;Artefatos de outs.vidros,dilat<=0.000005k, p/laborat.etc;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
70179000;Outs.artefs.de vidro,p/laboratorio,higiene e farmacia;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
70181010;Contas de vidro;20.87;38.12;18.00;0.00;01/02/2021;30/04/2021
70181020;Imitacoes de perolas,pedras preciosas/semi,de vidro;20.87;38.12;18.00;0.00;01/02/2021;30/04/2021
70181090;Outs.artefs.de vidro semelhs.imitacao pedras preciosas;20.87;38.12;18.00;0.00;01/02/2021;30/04/2021
70182000;Microesferas de vidro,de diametro<=1mm;20.87;38.12;18.00;0.00;01/02/2021;30/04/2021
70189000;Outros obras e objetos de ornamentacao,de vidro;20.87;38.12;18.00;0.00;01/02/2021;30/04/2021
70191100;Fios de fibras de vidro,cortados,de comprimento<=50mm;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70191210;Mechas ligeiram.torcidas (rovings) de fibras de vidro;13.29;17.25;18.00;0.00;01/02/2021;30/04/2021
70191290;Mechas ligeiram.torcidas (rovings) de fibras de vidro, impregnadas ou recobertas;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70191900;Outros mechas e fios,de fibras de vidro;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70193100;Esteiras mats de fibras de vidro,nao tecidos;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70193200;Veus de fibras de vidro,nao tecidos;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70193900;Mantas,colchoes,etc.de fibras de vidro,nao tecidos;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70194000;Tecidos de mechas ligeiram.torcidas de fibras de vidro;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70195100;Tecidos de fibras de vidro,de largura<=30cm;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70195210;Tecidos de fibras de vidro,l>30cm,pto.tafeta, p<250g/m2  com teor de matéria orgânica >= 0,075% ...;13.29;17.25;18.00;0.00;01/02/2021;30/04/2021
70195290;Outros (tecidos de fibras de vidro,l>30cm, pto. tafeta,p<250g/m2);13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70195900;Outros tecidos de fibras de vidro;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70199010;Out.fib.c/fios paral.e superp.ang90º 3>=d<=7 fios cm2;13.29;17.25;18.00;0.00;01/02/2021;30/04/2021
70199090;Outras fibras de vidro e suas obras;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
70200010;Ampolas de vidro,p/garrafas termicas,etc. isolam. a vacuo;17.24;28.33;18.00;0.00;01/02/2021;30/04/2021
70200090;Outros obras de vidro;17.24;34.49;18.00;0.00;01/02/2021;30/04/2021
71011000;Perolas naturais,nao montadas,nem engastadas;27.28;38.37;18.00;0.00;01/02/2021;30/04/2021
71012100;Perolas cultivadas,em bruto,nao montadas,nem engastadas;27.28;38.37;18.00;0.00;01/02/2021;30/04/2021
71012200;Perolas cultivadas,trabalhadas,n/montadas, n/engastadas;27.28;38.37;18.00;0.00;01/02/2021;30/04/2021
71021000;Diamantes nao selecionados,nao montados,nem engastados;4.20;15.29;18.00;0.00;01/02/2021;30/04/2021
71021000;Em bruto;4.20;15.29;18.00;0.00;01/02/2021;30/04/2021
71022100;Diamantes industriais,em bruto ou serrados, clivados,etc;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71022900;Outs.diamantes industriais,nao montados,nem engastados;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71023100;Diamantes n/industriais,em bruto/serrados/ clivados,etc.;4.20;13.61;18.00;0.00;01/02/2021;30/04/2021
71023100;Em bruto;4.20;13.61;18.00;0.00;01/02/2021;30/04/2021
71023900;Outs.diamantes nao industriais,n/montados, n/engastados;4.20;15.29;18.00;0.00;01/02/2021;30/04/2021
71031000;Pedras preciosas/semi,em bruto,serradas ou desbastadas;4.20;13.61;18.00;0.00;01/02/2021;30/04/2021
71039100;Rubis,safiras e esmeraldas,trabalhadas de out.modo;4.20;15.29;18.00;0.00;01/02/2021;30/04/2021
71039900;Outs.pedras preciosas/semi,trabalhadas de out.modo;4.20;15.29;18.00;0.00;01/02/2021;30/04/2021
71041000;Quartzo piezoeletrico;14.91;26.00;18.00;0.00;01/02/2021;30/04/2021
71042010;Diamantes sint/reconstit.em bruto/serrados/ desbastados;14.91;18.87;18.00;0.00;01/02/2021;30/04/2021
71042090;Outs.pedras sint/reconst.em bruto/serrados/ desbastados;14.91;26.00;18.00;0.00;01/02/2021;30/04/2021
71049000;Outs.pedras sint/reconst.mesmo trabalhadas/ combinadas;14.91;26.00;18.00;0.00;01/02/2021;30/04/2021
71051000;Po de diamantes;4.20;11.86;18.00;0.00;01/02/2021;30/04/2021
71059000;Po de pedras preciosas,semipreciosas ou sinteticas;4.20;11.86;18.00;0.00;01/02/2021;30/04/2021
71061000;Po de prata;4.20;11.86;18.00;0.00;01/02/2021;30/04/2021
71069100;Prata em formas brutas;4.20;11.86;18.00;0.00;01/02/2021;30/04/2021
71069210;Prata em barras,fios e perfis de secao macica;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71069220;Prata em chapas,laminas,folhas e tiras;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71069290;Prata em outs.formas semimanufaturadas;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71070000;Metais comuns folheados,etc.de prata,em bruto,semimanuf;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
71081100;Po de ouro;4.20;6.20;18.00;0.00;01/02/2021;30/04/2021
71081210;Ouro em outs.formas brutas,para uso nao monetario, bulhão dourado;4.20;6.20;18.00;0.00;01/02/2021;30/04/2021
71081290;Outras (ouro em outs.formas brutas,para uso nao monetario);4.20;6.20;18.00;0.00;01/02/2021;30/04/2021
71081310;Ouro em barras,fios,e perfis de seção maciça, p/uso não monetário;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71081390;Outs.barras,fios,etc.de ouro,para uso n/monetario;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71082000;Ouro em formas brutas/semimanufaturadas, p/uso monetario;4.20;6.20;18.00;0.00;01/02/2021;30/04/2021
71090000;Metais comuns/prata,folheado/chapeado ouro,em bruto,etc;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
71101100;Platina em formas brutas ou em po;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71101910;Platina em barras,fios e perfis de secao macica;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71101990;Platina em outs.formas semimanufaturadas;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71102100;Paladio em formas brutas ou em po;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71102900;Paladio em formas semimanufaturadas;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71103100;Rodio em formas brutas ou em po;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71103900;Rodio em formas semimanufaturadas;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71104100;Iridio,osmio e rutenio,em formas brutas ou em po;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71104900;Iridio,osmio e rutenio,em formas semimanufaturadas;4.20;16.91;18.00;0.00;01/02/2021;30/04/2021
71110000;Metais comuns/prata/ouro,folh/chap.platina,em bruto,etc;13.29;26.00;18.00;0.00;01/02/2021;30/04/2021
71123010;Desperds/resid.de ouro/metais folheado/ chapeado de ouro, contendo ouro mas não contendo outs metais preciosos;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71123010;Do tipo dos utilizados principalmente para recuperação de metal precioso, exceto cinzas ou lixo de ourivessaria;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71123020;Desperds/resid.de platina/metais folhd/chapd.de platina, contendo platina mas não contendo outs metais preciosos;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71123020;Do tipo dos utilizados principalmente para recuperação de metal precioso, exceto cinzas ou lixo de ourivessaria;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71123090;Outs desperds/resid.de outs.met.prec/met.folh/ chap.met.prec.;4.20;11.86;18.00;0.00;01/02/2021;30/04/2021
71123090;Do tipo dos utilizados principalmente para recuperação de metal precioso, exceto cinzas ou lixo de ourivessaria;4.20;11.86;18.00;0.00;01/02/2021;30/04/2021
71129100;Desperds/resid.de ouro/metais folheado/ chapeado de ouro, exceto os resíduos que contenham outs metais preciosos;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71129100;Resíduos do tipo dos utilizados para recuperação desse metal;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71129200;Desperds/resid.de platina ou de metais folheado/chapeado de platina, exceto os resíduos que contenham outs metais preciosos;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71129200;Resíduos do tipo dos utilizados para recuperação desse metal;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
71129900;Outs desperds/resid.de metais folheado/ chapeado;4.20;11.86;18.00;0.00;01/02/2021;30/04/2021
71129900;Resíduos do tipo dos utilizados para recuperação de metal precioso;4.20;11.86;18.00;0.00;01/02/2021;30/04/2021
71131100;Artefatos de joalharia,de prata,mesmo folh.de met.prec.;14.91;32.16;18.00;0.00;01/02/2021;30/04/2021
71131900;Artefatos de joalharia,de outs.metais preciosos,etc.;14.91;32.16;18.00;0.00;01/02/2021;30/04/2021
71132000;Artefatos de joalharia,de metais comuns folh.metal prec;14.91;32.16;18.00;0.00;01/02/2021;30/04/2021
71141100;Artefatos de ourivesaria,de prata,mesmo folh.met.prec.;14.91;32.16;18.00;0.00;01/02/2021;30/04/2021
71141900;Artefatos de ourivesaria,de outs.metais preciosos,etc.;14.91;32.16;18.00;0.00;01/02/2021;30/04/2021
71142000;Artefatos de ourivesaria,de metais comuns folh.met.prec;14.91;32.16;18.00;0.00;01/02/2021;30/04/2021
